color,x,y,z,a,b,c,d,e,f,g,h,i,part
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30052
19,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3460
19,-10.0,-8.0,10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,30357
19,10.0,-8.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,30357
28,-40.0,0.0,-40.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,30565
28,40.0,0.0,-40.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30565
19,0.0,-8.0,-50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3794a
19,0.0,-16.0,-10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3794a
19,0.0,-16.0,-30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3794a
19,0.0,0.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30052
19,0.0,8.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2654
19,40.0,8.0,-40.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2654
19,-40.0,8.0,-40.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2654
28,0.0,-24.0,-30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3024
28,0.0,-24.0,-10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3023
19,0.0,-32.0,-10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3794a
28,0.0,-40.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3004
19,0.0,-40.0,-30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6091
28,0.0,-40.0,-20.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
19,0.0,-48.0,10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
19,0.0,-40.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30052
19,0.0,-64.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,61678
72,50.0,-48.0,30.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30162
72,-50.0,-48.0,30.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,30162
28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3023
28,0.0,-8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3023
19,0.0,-16.0,-10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3022
19,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3747a
19,0.0,-8.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3710
28,-10.0,-8.0,30.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3023
28,10.0,-8.0,30.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3023
19,30.0,-16.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,6019
19,-30.0,-16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,6019
19,0.0,-16.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
19,0.0,-16.0,30.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3022
71,0.0,-24.0,30.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3680
71,0.0,-24.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30052
71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3679
19,0.0,-8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4032b
19,0.0,-16.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30052
19,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6141
19,0.0,0.0,-10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6141
71,0.0,-16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4595
19,10.0,-6.0,-10.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,54200
19,10.0,-6.0,10.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,54200
19,-10.0,-6.0,-10.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,54200
19,-10.0,-6.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,54200
19,0.0,-6.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,54200
71,0.0,-6.0,-123.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,63965
19,0.0,-6.0,-60.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,59900
19,0.0,-24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3069b
