color,x,y,z,a,b,c,d,e,f,g,h,i,part
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30051
19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3623
320,0.0,-8.0,-20.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3623
71,0.0,-8.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3176
71,-10.0,0.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,60470a
71,10.0,0.0,50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,60470a
19,0.0,8.0,50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,4032b
19,0.0,-16.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3623
72,0.0,-16.0,50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3022
72,0.0,-8.0,-70.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30051
15,0.0,-24.0,-40.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,63864
15,0.0,-24.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
71,-10.0,-24.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,60470a
71,10.0,-24.0,50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,60470a
15,0.0,-32.0,20.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3024
15,0.0,-32.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3794a
15,0.0,-32.0,40.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2412b
80,0.0,-40.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6141
40,0.0,-24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,54200
71,0.0,-32.0,60.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,42446
15,0.0,-25.0,81.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,3024
72,0.0,-25.0,85.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,30162
71,30.0,-22.0,4.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,30051
71,30.0,2.0,4.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,30051
71,-30.0,-22.0,4.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,30051
71,-30.0,2.0,4.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,30051
71,30.0,2.0,50.0,-0.965926,0.258819,0.0,-0.258819,-0.965926,0.0,0.0,0.0,1.0,30051
71,-30.0,-22.0,50.0,0.965926,-0.258819,0.0,0.258819,0.965926,0.0,0.0,0.0,1.0,30051
71,-30.0,2.0,50.0,-0.965926,-0.258819,0.0,0.258819,-0.965926,0.0,0.0,0.0,1.0,30051
71,30.0,-22.0,50.0,0.965926,0.258819,0.0,-0.258819,0.965926,0.0,0.0,0.0,1.0,30051
71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
15,0.0,-8.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
71,0.0,0.0,-10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,54200
71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3957a
15,0.0,-24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3062b
71,0.0,-90.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,4274
72,0.0,-98.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6141
57,0.0,-106.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6141
71,-30.0,-2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,63868
