color,x,y,z,a,b,c,d,e,f,g,h,i,part
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30053
72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3034
72,-10.0,-8.0,70.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,4081b
72,10.0,-8.0,70.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,4081b
71,0.0,-8.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2419
71,0.0,-8.0,-20.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,51739
71,-20.0,-8.0,-80.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41769
71,20.0,-8.0,-80.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41770
71,0.0,-16.0,70.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,2436a
71,0.0,-16.0,-70.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
71,0.0,-16.0,-50.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
71,0.0,-16.0,-30.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
71,0.0,-16.0,-10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
71,0.0,-16.0,10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
0,0.0,-16.0,40.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4032b
320,-30.0,-16.0,40.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,2412b
320,30.0,-16.0,40.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,2412b
72,-30.0,-6.0,92.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,6141
72,30.0,-6.0,92.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,6141
72,-10.0,-6.0,108.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,3062b
72,10.0,-6.0,108.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,3062b
43,-30.0,-6.0,100.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,6141
43,-10.0,-6.0,116.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,6141
43,10.0,-6.0,116.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,6141
43,30.0,-6.0,100.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,6141
71,0.0,-24.0,70.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3794a
72,0.0,-24.0,40.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3022
71,0.0,-24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
320,0.0,-24.0,-50.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,63864
71,0.0,-16.0,-90.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
71,0.0,-16.0,-110.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
71,0.0,-32.0,30.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
71,0.0,-32.0,50.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
71,0.0,-32.0,90.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3623
71,0.0,-40.0,50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3623
72,0.0,-24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,61409
320,0.0,-24.0,-110.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,63864
71,0.0,-16.0,-130.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3024
71,0.0,-40.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,54200
71,0.0,-32.0,90.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,54200
71,0.0,-64.0,50.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3040b
72,0.0,-68.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30162
