color,x,y,z,a,b,c,d,e,f,g,h,i,part
0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3794a
0,0.0,0.0,-10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3794a
71,0.0,-8.0,-10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3623
71,0.0,-16.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3623
72,0.0,-12.0,-30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30162
0,0.0,-40.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3005
71,0.0,-40.0,-10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,47905
71,0.0,-40.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,47905
71,0.0,-64.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,6541
72,0.0,-48.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
72,0.0,-56.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
0,0.0,-64.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3794a
71,18.0,-40.0,20.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,3022
71,26.0,-50.0,20.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,3069b
71,-18.0,-40.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3022
71,-26.0,-50.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3069b
71,18.0,-30.0,-20.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,43723
71,-18.0,-30.0,-20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,43722
0,26.0,-30.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,3794a
0,-26.0,-30.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3794a
71,0.0,-72.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32028
72,0.0,-72.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2540
71,20.0,-70.0,-20.0,0.0,-1.0,0.0,-0.309017,0.0,0.951057,-0.951057,0.0,-0.309017,2335
72,34.0,-30.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,4740
71,42.0,-30.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,4592
0,42.0,-30.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,4593
72,-34.0,-30.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4740
71,-46.0,-30.0,4.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,4599a
71,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2476a
71,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30054
71,0.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4519
71,20.0,0.0,20.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,32039
72,0.0,0.0,20.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,6536
71,-20.0,0.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,32039
0,-40.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,32062
0,40.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,32062
72,-40.0,0.0,50.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,30553
72,40.0,0.0,50.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,30553
72,40.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,30054
72,-40.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,30054
71,0.0,0.0,-20.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,30554a
71,0.0,0.0,-40.0,1.0,0.0,0.0,0.0,0.707107,0.707107,0.0,-0.707107,0.707107,30054
71,0.0,0.0,-20.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,30554a
71,0.0,0.0,-40.0,1.0,0.0,0.0,0.0,0.707107,0.707107,0.0,-0.707107,0.707107,30054
71,0.0,14.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,6141
71,0.0,14.0,-40.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,4740
72,0.0,6.0,-20.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,44300
71,0.0,0.0,-20.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,30554a
0,0.0,0.0,-40.0,1.0,0.0,0.0,0.0,0.707107,0.707107,0.0,-0.707107,0.707107,30054
71,0.0,0.0,-20.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,30554a
71,0.0,0.0,-40.0,1.0,0.0,0.0,0.0,0.707107,0.707107,0.0,-0.707107,0.707107,30054
