color,x,y,z,a,b,c,d,e,f,g,h,i,part
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,20019
72,10.0,0.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30357
72,-10.0,0.0,50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,30357
71,0.0,-8.0,60.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3020
71,0.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3020
71,0.0,-8.0,-20.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3020
72,0.0,0.0,-20.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3795
72,0.0,0.0,-70.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2419
320,-50.0,0.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,54200
320,-50.0,0.0,-10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,54200
320,50.0,0.0,50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,54200
320,50.0,0.0,-10.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,54200
288,-10.0,-24.0,-70.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50950
288,10.0,-24.0,-70.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50950
320,30.0,-24.0,-30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43710
320,-30.0,-24.0,-30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43711
72,0.0,-8.0,90.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,85984
15,0.0,-16.0,60.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3022
320,-30.0,-24.0,-10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3040b
320,30.0,-24.0,-10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3040b
320,-30.0,-24.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3040b
320,30.0,-24.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3040b
320,-30.0,-24.0,70.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3040b
320,30.0,-24.0,70.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3040b
320,30.0,0.0,90.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,54200
320,-30.0,0.0,90.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,54200
71,0.0,-32.0,-20.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3003
70,-10.0,-32.0,20.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3700
70,10.0,-32.0,20.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3700
71,0.0,-24.0,70.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3069b
71,0.0,8.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4032b
57,-20.0,8.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6141
57,0.0,8.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6141
57,20.0,8.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6141
57,-20.0,8.0,-60.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6141
57,20.0,8.0,-60.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6141
57,0.0,-22.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,20019
