part_id_1,part_id_2,part_num_1,part_num_2,connected
0,1,75895,75895,0
0,2,75895,75895,0
0,3,75895,75895,0
0,4,75895,3021,0
0,5,75895,30414,0
0,6,75895,3666,0
0,7,75895,3666,0
0,8,75895,17485,0
0,9,75895,17485,0
0,10,75895,3005,0
0,11,75895,3005,0
0,12,75895,3021,0
0,13,75895,3022,0
0,14,75895,28964,0
0,15,75895,18974,0
0,16,75895,18974,0
0,17,75895,3023,0
0,18,75895,3032,0
0,19,75895,17485,0
0,20,75895,17485,0
0,21,75895,11215,0
0,22,75895,2420,0
0,23,75895,2420,0
0,24,75895,2420,0
0,25,75895,2420,0
0,26,75895,3020,0
0,27,75895,3020,0
0,28,75895,64799,0
0,29,75895,3070b,0
0,30,75895,3070b,0
0,31,75895,2431,0
0,32,75895,2431,0
0,33,75895,3023,0
0,34,75895,3023,0
0,35,75895,3023,0
0,36,75895,3023,0
0,37,75895,99207,0
0,38,75895,99207,0
0,39,75895,3070b,0
0,40,75895,3070b,0
0,41,75895,99207,0
0,42,75895,99207,0
0,43,75895,3024,0
0,44,75895,3024,0
0,45,75895,32124,0
0,46,75895,32124,0
0,47,75895,3040b,0
0,48,75895,3040b,0
0,49,75895,6091,0
0,50,75895,6091,0
0,51,75895,3022,0
0,52,75895,3710,0
0,53,75895,30414,0
0,54,75895,32028,0
0,55,75895,6091,0
0,56,75895,75895,0
0,57,75895,6091,0
0,58,75895,75895,0
0,59,75895,3024,0
0,60,75895,3024,0
0,61,75895,92593,0
0,62,75895,3024,0
0,63,75895,3024,0
0,64,75895,3794b,0
0,65,75895,25269,0
0,66,75895,32828,0
0,67,75895,18980,0
0,68,75895,18980,0
0,69,75895,85984,0
0,70,75895,75895,0
0,71,75895,3023,0
0,72,75895,3023,0
0,73,75895,54200,0
0,74,75895,54200,0
0,75,75895,3020,0
0,76,75895,11477,0
0,77,75895,11477,0
0,78,75895,54200,0
0,79,75895,54200,0
0,80,75895,3031,0
0,81,75895,18974,0
0,82,75895,18974,0
0,83,75895,3001,0
0,84,75895,3829c01,0
0,85,75895,18980,0
0,86,75895,4865b,0
0,87,75895,32000,0
0,88,75895,32000,0
0,89,75895,32000,0
0,90,75895,32000,0
0,91,75895,2420,0
0,92,75895,2420,0
0,93,75895,2420,0
0,94,75895,2420,0
0,95,75895,3023,0
0,96,75895,3022,0
0,97,75895,3069b,0
0,98,75895,35480,0
0,99,75895,4070,0
0,100,75895,4070,0
0,101,75895,35480,0
0,102,75895,4070,0
0,103,75895,4070,0
0,104,75895,3023,0
0,105,75895,50950,0
0,106,75895,75895,0
0,107,75895,75895,0
0,108,75895,50950,0
0,109,75895,75895,0
0,110,75895,75895,0
0,111,75895,50950,0
0,112,75895,50950,0
0,113,75895,93606,0
0,114,75895,75895,0
0,115,75895,3024,0
0,116,75895,3024,0
0,117,75895,25269,0
0,118,75895,25269,0
0,119,75895,63864,0
0,120,75895,63864,0
0,121,75895,54200,0
0,122,75895,54200,0
0,123,75895,11214,0
0,124,75895,42003,0
0,125,75895,4274,0
0,126,75895,98138,0
0,127,75895,11214,0
0,128,75895,42003,0
0,129,75895,4274,0
0,130,75895,98138,0
0,131,75895,32124,0
0,132,75895,11477,0
0,133,75895,15068,0
0,134,75895,15068,0
0,135,75895,32124,0
0,136,75895,11477,0
0,137,75895,15068,0
0,138,75895,15068,0
0,139,75895,54200,0
0,140,75895,54200,0
0,141,75895,3710,0
0,142,75895,92593,0
0,143,75895,85984,0
0,144,75895,85984,0
0,145,75895,93606,0
0,146,75895,75895,0
0,147,75895,93606,0
0,148,75895,75895,0
0,149,75895,99206,0
0,150,75895,2412b,0
0,151,75895,2412b,0
0,152,75895,99780,0
0,153,75895,99780,0
0,154,75895,3070b,0
0,155,75895,3070b,0
0,156,75895,3024,0
0,157,75895,3024,0
0,158,75895,11477,0
0,159,75895,11477,0
0,160,75895,3666,0
0,161,75895,85984,0
0,162,75895,85984,0
0,163,75895,85984,0
0,164,75895,57783,0
0,165,75895,87079,0
0,166,75895,44294,0
0,167,75895,32123b,0
0,168,75895,55982,0
0,169,75895,18977,0
0,170,75895,55982,0
0,171,75895,18977,0
0,172,75895,32123b,0
0,173,75895,3024,0
0,174,75895,59900,0
0,175,75895,3815b,0
0,176,75895,3816b,0
